Month,Group ID,Our Transaction IDs,Bank Line IDs,Payment Reference,Cardinality,Our Amount,Bank Amount,Difference,Status,Days Old,Match Method,Comments
June 2026,JUN-G0001,"TXNJUN00589,TXNJUN00590",,PRJUN39765498,N:0 - entries that cancel out,0.0,0.0,0.0,Exception,16,Internal netting (sale + reversal),Sale and refund on the same reference cancel out. No bank credit is due.
June 2026,JUN-G0002,"TXNJUN00587,TXNJUN00588",,PRJUN22225702,N:0 - entries that cancel out,0.0,0.0,0.0,Exception,23,Internal netting (sale + reversal),Sale and refund on the same reference cancel out. No bank credit is due.
June 2026,JUN-G0003,"TXNJUN00585,TXNJUN00586",,PRJUN55424358,N:0 - entries that cancel out,0.0,0.0,0.0,Exception,10,Internal netting (sale + reversal),Sale and refund on the same reference cancel out. No bank credit is due.
June 2026,JUN-G0004,"TXNJUN00520,TXNJUN00521,TXNJUN00522,TXNJUN00523,TXNJUN00524,TXNJUN00525,TXNJUN00526",BLJUN00476,"PRJUN19817298,PRJUN21425533,PRJUN34341456,PRJUN39633659,PRJUN56150987,PRJUN83665549,PRJUN96695458","N:1 - many payments, one credit",62420.72,62420.72,0.0,Matched,8,Batch settlement,Bank paid batch BATCHJUN001 as one credit. Bank fees of 452.26 were added back.
June 2026,JUN-G0005,"TXNJUN00527,TXNJUN00528,TXNJUN00529,TXNJUN00530,TXNJUN00531,TXNJUN00532,TXNJUN00533,TXNJUN00534",BLJUN00477,"PRJUN19369589,PRJUN32634412,PRJUN39732676,PRJUN41478466,PRJUN51027069,PRJUN57934299,PRJUN58921480,PRJUN70484679","N:1 - many payments, one credit",95250.77,95250.77,0.0,Matched,21,Batch settlement,Bank paid batch BATCHJUN002 as one credit. Bank fees of 274.51 were added back.
June 2026,JUN-G0006,"TXNJUN00535,TXNJUN00536,TXNJUN00537,TXNJUN00538,TXNJUN00539,TXNJUN00540",BLJUN00478,"PRJUN12500515,PRJUN21002322,PRJUN24607269,PRJUN28790705,PRJUN58149482,PRJUN94103363","N:1 - many payments, one credit",70172.53,70172.53,0.0,Matched,6,Batch settlement,Bank paid batch BATCHJUN003 as one credit.
June 2026,JUN-G0007,"TXNJUN00541,TXNJUN00542,TXNJUN00543,TXNJUN00544,TXNJUN00545",BLJUN00479,"PRJUN29949181,PRJUN77259613,PRJUN77399750,PRJUN82943217,PRJUN89134873","N:1 - many payments, one credit",44009.0,44009.0,0.0,Matched,9,Batch settlement,Bank paid batch BATCHJUN004 as one credit.
June 2026,JUN-G0008,"TXNJUN00546,TXNJUN00547,TXNJUN00548,TXNJUN00549,TXNJUN00550",BLJUN00480,"PRJUN31370471,PRJUN59584751,PRJUN74894729,PRJUN75450221,PRJUN85942072","N:1 - many payments, one credit",32645.62,32645.62,0.0,Matched,8,Batch settlement,Bank paid batch BATCHJUN005 as one credit.
June 2026,JUN-G0009,"TXNJUN00551,TXNJUN00552,TXNJUN00553,TXNJUN00554,TXNJUN00555,TXNJUN00556,TXNJUN00557,TXNJUN00558",BLJUN00481,"PRJUN20447168,PRJUN39917031,PRJUN45341684,PRJUN56309454,PRJUN60803895,PRJUN71021210,PRJUN79977486,PRJUN97043518","N:1 - many payments, one credit",63663.38,63663.38,0.0,Matched,21,Batch settlement,Bank paid batch BATCHJUN006 as one credit.
June 2026,JUN-G0010,"TXNJUN00559,TXNJUN00560,TXNJUN00561,TXNJUN00562",BLJUN00482,"PRJUN25882013,PRJUN35086055,PRJUN69042204,PRJUN79060560","N:1 - many payments, one credit",34872.42,34872.42,0.0,Matched,8,Batch settlement,Bank paid batch BATCHJUN007 as one credit.
June 2026,JUN-G0011,"TXNJUN00563,TXNJUN00564,TXNJUN00565,TXNJUN00566,TXNJUN00567,TXNJUN00568,TXNJUN00569",BLJUN00483,"PRJUN15260108,PRJUN15790734,PRJUN31626387,PRJUN31642106,PRJUN44663022,PRJUN64419425,PRJUN98817918","N:1 - many payments, one credit",59801.16,59801.16,0.0,Matched,6,Batch settlement,Bank paid batch BATCHJUN008 as one credit.
June 2026,JUN-G0012,TXNJUN00515,"BLJUN00462,BLJUN00463,BLJUN00464",PRJUN97446634,"1:N - one payment, many credits",81111.58,81111.58,0.0,Matched,22,Part settlement,Bank paid this in 3 parts.
June 2026,JUN-G0013,TXNJUN00518,"BLJUN00471,BLJUN00472",PRJUN48901209,"1:N - one payment, many credits",62521.4,62521.4,0.0,Matched,19,Part settlement,Bank paid this in 2 parts.
June 2026,JUN-G0014,TXNJUN00517,"BLJUN00468,BLJUN00469,BLJUN00470",PRJUN94586329,"1:N - one payment, many credits",65312.34,65312.34,0.0,Matched,16,Part settlement,Bank paid this in 3 parts.
June 2026,JUN-G0015,TXNJUN00519,"BLJUN00473,BLJUN00474,BLJUN00475",PRJUN62478133,"1:N - one payment, many credits",116810.74,116810.74,0.0,Matched,11,Part settlement,Bank paid this in 3 parts.
June 2026,JUN-G0016,TXNJUN00516,"BLJUN00465,BLJUN00466,BLJUN00467",PRJUN30636590,"1:N - one payment, many credits",97349.46,97349.46,0.0,Matched,28,Part settlement,Bank paid this in 3 parts.
June 2026,JUN-G0017,TXNJUN00514,"BLJUN00460,BLJUN00461",PRJUN53075436,"1:N - one payment, many credits",70870.07,70870.07,0.0,Matched,16,Part settlement,Bank paid this in 2 parts.
June 2026,JUN-G0018,TXNJUN00421,BLJUN00367,PRJUN10241310,"1:1 - one payment, one credit",90139.15,90139.15,0.0,Matched,7,Payment reference match,Bank narration shows reference PRJUN10241310.
June 2026,JUN-G0019,TXNJUN00494,BLJUN00440,PRJUN10294869,"1:1 - one payment, one credit",33899.42,33899.42,0.0,Matched,19,Payment reference match,Bank narration shows reference PRJUN10294869.
June 2026,JUN-G0020,TXNJUN00467,BLJUN00413,PRJUN10553491,"1:1 - one payment, one credit",69758.91,69758.91,0.0,Matched,9,Payment reference match,Bank narration shows reference PRJUN10553491.
June 2026,JUN-G0021,TXNJUN00581,BLJUN00489,PRJUN10954835,"1:1 - one payment, one credit",49760.72,49760.72,0.0,Matched,8,Payment reference match,Bank narration shows reference PRJUN10954835.
June 2026,JUN-G0022,,BLJUN00490,,0:1 - credit with no payment,0.0,49760.72,-49760.72,Exception,7,Payment reference match,Reference PRJUN10954835 was already paid in full. This credit is a repeat.
June 2026,JUN-G0023,TXNJUN00341,BLJUN00287,PRJUN11415698,"1:1 - one payment, one credit",24765.46,24765.46,0.0,Matched,26,Payment reference match,Bank narration shows reference PRJUN11415698.
June 2026,JUN-G0024,TXNJUN00404,BLJUN00350,PRJUN11604831,"1:1 - one payment, one credit",78927.78,78927.78,0.0,Matched,28,Payment reference match,Bank narration shows reference PRJUN11604831.
June 2026,JUN-G0025,TXNJUN00388,BLJUN00334,PRJUN11649277,"1:1 - one payment, one credit",4606.75,4606.75,0.0,Matched,22,Payment reference match,Bank narration shows reference PRJUN11649277.
June 2026,JUN-G0026,TXNJUN00440,BLJUN00386,PRJUN11659440,"1:1 - one payment, one credit",59284.74,59284.74,0.0,Matched,7,Payment reference match,Bank narration shows reference PRJUN11659440.
June 2026,JUN-G0027,TXNJUN00477,BLJUN00423,PRJUN11711195,"1:1 - one payment, one credit",8683.02,8683.02,0.0,Matched,8,Payment reference match,Bank narration shows reference PRJUN11711195.
June 2026,JUN-G0028,TXNJUN00379,BLJUN00325,PRJUN12240013,"1:1 - one payment, one credit",6648.71,6648.71,0.0,Matched,11,Payment reference match,Bank narration shows reference PRJUN12240013.
June 2026,JUN-G0029,TXNJUN00470,BLJUN00416,PRJUN12566878,"1:1 - one payment, one credit",21504.45,21504.45,0.0,Matched,22,Payment reference match,Bank narration shows reference PRJUN12566878.
June 2026,JUN-G0030,TXNJUN00427,BLJUN00373,PRJUN12694823,"1:1 - one payment, one credit",24991.85,24991.85,0.0,Matched,19,Payment reference match,Bank narration shows reference PRJUN12694823.
June 2026,JUN-G0031,TXNJUN00342,BLJUN00288,PRJUN13296743,"1:1 - one payment, one credit",10156.05,10156.05,0.0,Matched,14,Payment reference match,Bank narration shows reference PRJUN13296743.
June 2026,JUN-G0032,TXNJUN00457,BLJUN00403,PRJUN13416548,"1:1 - one payment, one credit",47376.08,47376.08,0.0,Matched,9,Payment reference match,Bank narration shows reference PRJUN13416548.
June 2026,JUN-G0033,TXNJUN00346,BLJUN00292,PRJUN13918120,"1:1 - one payment, one credit",58436.63,58436.63,0.0,Matched,6,Payment reference match,Bank narration shows reference PRJUN13918120.
June 2026,JUN-G0034,TXNJUN00449,BLJUN00395,PRJUN14102122,"1:1 - one payment, one credit",35541.23,35541.23,0.0,Matched,22,Payment reference match,Bank narration shows reference PRJUN14102122.
June 2026,JUN-G0035,TXNJUN00403,BLJUN00349,PRJUN14171767,"1:1 - one payment, one credit",81223.47,81223.47,0.0,Matched,17,Payment reference match,Bank narration shows reference PRJUN14171767.
June 2026,JUN-G0036,TXNJUN00466,BLJUN00412,PRJUN15063406,"1:1 - one payment, one credit",19144.5,19144.5,0.0,Matched,12,Payment reference match,Bank narration shows reference PRJUN15063406.
June 2026,JUN-G0037,TXNJUN00438,BLJUN00384,PRJUN15727862,"1:1 - one payment, one credit",7675.42,7675.42,0.0,Matched,16,Payment reference match,Bank narration shows reference PRJUN15727862.
June 2026,JUN-G0038,TXNJUN00396,BLJUN00342,PRJUN15892193,"1:1 - one payment, one credit",85267.99,85267.99,0.0,Matched,22,Payment reference match,Bank narration shows reference PRJUN15892193.
June 2026,JUN-G0039,TXNJUN00444,BLJUN00390,PRJUN16615722,"1:1 - one payment, one credit",45276.92,45276.92,0.0,Matched,6,Payment reference match,Bank narration shows reference PRJUN16615722.
June 2026,JUN-G0040,TXNJUN00431,BLJUN00377,PRJUN17315517,"1:1 - one payment, one credit",611.53,611.53,0.0,Matched,18,Payment reference match,Bank narration shows reference PRJUN17315517.
June 2026,JUN-G0041,TXNJUN00448,BLJUN00394,PRJUN17734634,"1:1 - one payment, one credit",3383.48,3383.48,0.0,Matched,22,Payment reference match,Bank narration shows reference PRJUN17734634.
June 2026,JUN-G0042,TXNJUN00483,BLJUN00429,PRJUN17871385,"1:1 - one payment, one credit",10076.82,10076.82,0.0,Matched,24,Payment reference match,Bank narration shows reference PRJUN17871385.
June 2026,JUN-G0043,TXNJUN00504,BLJUN00450,PRJUN18325904,"1:1 - one payment, one credit",74567.86,74567.86,0.0,Matched,7,Payment reference match,Bank narration shows reference PRJUN18325904.
June 2026,JUN-G0044,TXNJUN00439,BLJUN00385,PRJUN18994192,"1:1 - one payment, one credit",37022.39,37022.39,0.0,Matched,27,Payment reference match,Bank narration shows reference PRJUN18994192.
June 2026,JUN-G0045,TXNJUN00399,BLJUN00345,PRJUN20024377,"1:1 - one payment, one credit",13146.6,13146.6,0.0,Matched,23,Payment reference match,Bank narration shows reference PRJUN20024377.
June 2026,JUN-G0046,TXNJUN00416,BLJUN00362,PRJUN22114140,"1:1 - one payment, one credit",22291.06,22291.06,0.0,Matched,28,Payment reference match,Bank narration shows reference PRJUN22114140.
June 2026,JUN-G0047,TXNJUN00402,BLJUN00348,PRJUN22242388,"1:1 - one payment, one credit",23768.73,23768.73,0.0,Matched,7,Payment reference match,Bank narration shows reference PRJUN22242388.
June 2026,JUN-G0048,TXNJUN00512,BLJUN00458,PRJUN22340723,"1:1 - one payment, one credit",21208.52,21208.52,0.0,Matched,18,Payment reference match,Bank narration shows reference PRJUN22340723.
June 2026,JUN-G0049,TXNJUN00505,BLJUN00451,PRJUN23754633,"1:1 - one payment, one credit",82496.35,82496.35,0.0,Matched,10,Payment reference match,Bank narration shows reference PRJUN23754633.
June 2026,JUN-G0050,TXNJUN00395,BLJUN00341,PRJUN23951801,"1:1 - one payment, one credit",50449.92,50449.92,0.0,Matched,23,Payment reference match,Bank narration shows reference PRJUN23951801.
June 2026,JUN-G0051,TXNJUN00441,BLJUN00387,PRJUN24178065,"1:1 - one payment, one credit",74111.86,74111.86,0.0,Matched,11,Payment reference match,Bank narration shows reference PRJUN24178065.
June 2026,JUN-G0052,TXNJUN00503,BLJUN00449,PRJUN24290224,"1:1 - one payment, one credit",36337.46,36337.46,0.0,Matched,29,Payment reference match,Bank narration shows reference PRJUN24290224.
June 2026,JUN-G0053,TXNJUN00418,BLJUN00364,PRJUN24887509,"1:1 - one payment, one credit",81798.43,81798.43,0.0,Matched,13,Payment reference match,Bank narration shows reference PRJUN24887509.
June 2026,JUN-G0054,TXNJUN00377,BLJUN00323,PRJUN25132198,"1:1 - one payment, one credit",47585.45,47585.45,0.0,Matched,22,Payment reference match,Bank narration shows reference PRJUN25132198.
June 2026,JUN-G0055,TXNJUN00502,BLJUN00448,PRJUN25489430,"1:1 - one payment, one credit",33624.53,33624.53,0.0,Matched,5,Payment reference match,Bank narration shows reference PRJUN25489430.
June 2026,JUN-G0056,TXNJUN00480,BLJUN00426,PRJUN25555976,"1:1 - one payment, one credit",80905.55,80905.55,0.0,Matched,26,Payment reference match,Bank narration shows reference PRJUN25555976.
June 2026,JUN-G0057,TXNJUN00461,BLJUN00407,PRJUN25808361,"1:1 - one payment, one credit",5335.89,5335.89,0.0,Matched,14,Payment reference match,Bank narration shows reference PRJUN25808361.
June 2026,JUN-G0058,TXNJUN00385,BLJUN00331,PRJUN25845304,"1:1 - one payment, one credit",85515.28,85515.28,0.0,Matched,5,Payment reference match,Bank narration shows reference PRJUN25845304.
June 2026,JUN-G0059,TXNJUN00401,BLJUN00347,PRJUN26094525,"1:1 - one payment, one credit",15184.06,15184.06,0.0,Matched,27,Payment reference match,Bank narration shows reference PRJUN26094525.
June 2026,JUN-G0060,TXNJUN00471,BLJUN00417,PRJUN26530521,"1:1 - one payment, one credit",67627.68,67627.68,0.0,Matched,18,Payment reference match,Bank narration shows reference PRJUN26530521.
June 2026,JUN-G0061,TXNJUN00473,BLJUN00419,PRJUN26588648,"1:1 - one payment, one credit",24196.95,24196.95,0.0,Matched,12,Payment reference match,Bank narration shows reference PRJUN26588648.
June 2026,JUN-G0062,TXNJUN00465,BLJUN00411,PRJUN27368573,"1:1 - one payment, one credit",41344.16,41344.16,0.0,Matched,10,Payment reference match,Bank narration shows reference PRJUN27368573.
June 2026,JUN-G0063,TXNJUN00417,BLJUN00363,PRJUN27514010,"1:1 - one payment, one credit",68179.84,68179.84,0.0,Matched,19,Payment reference match,Bank narration shows reference PRJUN27514010.
June 2026,JUN-G0064,TXNJUN00378,BLJUN00324,PRJUN27714442,"1:1 - one payment, one credit",81812.13,81812.13,0.0,Matched,17,Payment reference match,Bank narration shows reference PRJUN27714442.
June 2026,JUN-G0065,TXNJUN00452,BLJUN00398,PRJUN27758896,"1:1 - one payment, one credit",16660.76,16660.76,0.0,Matched,9,Payment reference match,Bank narration shows reference PRJUN27758896.
June 2026,JUN-G0066,TXNJUN00584,BLJUN00495,PRJUN28531242,"1:1 - one payment, one credit",71105.39,71105.39,0.0,Matched,23,Payment reference match,Bank narration shows reference PRJUN28531242.
June 2026,JUN-G0067,,BLJUN00496,,0:1 - credit with no payment,0.0,71105.39,-71105.39,Exception,22,Payment reference match,Reference PRJUN28531242 was already paid in full. This credit is a repeat.
June 2026,JUN-G0068,TXNJUN00495,BLJUN00441,PRJUN28850770,"1:1 - one payment, one credit",70602.91,70602.91,0.0,Matched,7,Payment reference match,Bank narration shows reference PRJUN28850770.
June 2026,JUN-G0069,TXNJUN00510,BLJUN00456,PRJUN30777669,"1:1 - one payment, one credit",14813.4,14813.4,0.0,Matched,28,Payment reference match,Bank narration shows reference PRJUN30777669.
June 2026,JUN-G0070,TXNJUN00367,BLJUN00313,PRJUN31204188,"1:1 - one payment, one credit",43505.09,43505.09,0.0,Matched,15,Payment reference match,Bank narration shows reference PRJUN31204188.
June 2026,JUN-G0071,TXNJUN00447,BLJUN00393,PRJUN31336920,"1:1 - one payment, one credit",29728.91,29728.91,0.0,Matched,27,Payment reference match,Bank narration shows reference PRJUN31336920.
June 2026,JUN-G0072,TXNJUN00413,BLJUN00359,PRJUN31424479,"1:1 - one payment, one credit",23734.46,23734.46,0.0,Matched,26,Payment reference match,Bank narration shows reference PRJUN31424479.
June 2026,JUN-G0073,TXNJUN00428,BLJUN00374,PRJUN31596235,"1:1 - one payment, one credit",7356.48,7356.48,0.0,Matched,6,Payment reference match,Bank narration shows reference PRJUN31596235.
June 2026,JUN-G0074,TXNJUN00451,BLJUN00397,PRJUN31865061,"1:1 - one payment, one credit",74138.91,74138.91,0.0,Matched,11,Payment reference match,Bank narration shows reference PRJUN31865061.
June 2026,JUN-G0075,TXNJUN00384,BLJUN00330,PRJUN31989243,"1:1 - one payment, one credit",90548.29,90548.29,0.0,Matched,14,Payment reference match,Bank narration shows reference PRJUN31989243.
June 2026,JUN-G0076,TXNJUN00459,BLJUN00405,PRJUN32815223,"1:1 - one payment, one credit",83297.88,83297.88,0.0,Matched,8,Payment reference match,Bank narration shows reference PRJUN32815223.
June 2026,JUN-G0077,TXNJUN00414,BLJUN00360,PRJUN33315234,"1:1 - one payment, one credit",22663.22,22663.22,0.0,Matched,24,Payment reference match,Bank narration shows reference PRJUN33315234.
June 2026,JUN-G0078,TXNJUN00434,BLJUN00380,PRJUN35042738,"1:1 - one payment, one credit",4477.45,4477.45,0.0,Matched,15,Payment reference match,Bank narration shows reference PRJUN35042738.
June 2026,JUN-G0079,TXNJUN00456,BLJUN00402,PRJUN35281262,"1:1 - one payment, one credit",49263.57,49263.57,0.0,Matched,25,Payment reference match,Bank narration shows reference PRJUN35281262.
June 2026,JUN-G0080,TXNJUN00393,BLJUN00339,PRJUN36229153,"1:1 - one payment, one credit",85567.0,85567.0,0.0,Matched,6,Payment reference match,Bank narration shows reference PRJUN36229153.
June 2026,JUN-G0081,TXNJUN00475,BLJUN00421,PRJUN36661903,"1:1 - one payment, one credit",19176.25,19176.25,0.0,Matched,10,Payment reference match,Bank narration shows reference PRJUN36661903.
June 2026,JUN-G0082,TXNJUN00381,BLJUN00327,PRJUN37272705,"1:1 - one payment, one credit",51072.97,51072.97,0.0,Matched,25,Payment reference match,Bank narration shows reference PRJUN37272705.
June 2026,JUN-G0083,TXNJUN00432,BLJUN00378,PRJUN37776759,"1:1 - one payment, one credit",60718.56,60718.56,0.0,Matched,24,Payment reference match,Bank narration shows reference PRJUN37776759.
June 2026,JUN-G0084,TXNJUN00337,BLJUN00283,PRJUN38138531,"1:1 - one payment, one credit",75830.7,75830.7,0.0,Matched,15,Payment reference match,Bank narration shows reference PRJUN38138531.
June 2026,JUN-G0085,TXNJUN00424,BLJUN00370,PRJUN38143348,"1:1 - one payment, one credit",65928.43,65928.43,0.0,Matched,22,Payment reference match,Bank narration shows reference PRJUN38143348.
June 2026,JUN-G0086,TXNJUN00347,BLJUN00293,PRJUN38829445,"1:1 - one payment, one credit",26623.17,26623.17,0.0,Matched,23,Payment reference match,Bank narration shows reference PRJUN38829445.
June 2026,JUN-G0087,TXNJUN00374,BLJUN00320,PRJUN39158087,"1:1 - one payment, one credit",85202.18,85202.18,0.0,Matched,27,Payment reference match,Bank narration shows reference PRJUN39158087.
June 2026,JUN-G0088,TXNJUN00420,BLJUN00366,PRJUN39962391,"1:1 - one payment, one credit",56053.03,56053.03,0.0,Matched,8,Payment reference match,Bank narration shows reference PRJUN39962391.
June 2026,JUN-G0089,TXNJUN00369,BLJUN00315,PRJUN41426254,"1:1 - one payment, one credit",62357.23,62357.23,0.0,Matched,16,Payment reference match,Bank narration shows reference PRJUN41426254.
June 2026,JUN-G0090,TXNJUN00423,BLJUN00369,PRJUN41943272,"1:1 - one payment, one credit",93330.47,93330.47,0.0,Matched,18,Payment reference match,Bank narration shows reference PRJUN41943272.
June 2026,JUN-G0091,TXNJUN00350,BLJUN00296,PRJUN42020689,"1:1 - one payment, one credit",11330.91,11330.91,0.0,Matched,20,Payment reference match,Bank narration shows reference PRJUN42020689.
June 2026,JUN-G0092,TXNJUN00382,BLJUN00328,PRJUN42029368,"1:1 - one payment, one credit",23414.46,23414.46,0.0,Matched,28,Payment reference match,Bank narration shows reference PRJUN42029368.
June 2026,JUN-G0093,TXNJUN00338,BLJUN00284,PRJUN42483531,"1:1 - one payment, one credit",62658.32,62658.32,0.0,Matched,21,Payment reference match,Bank narration shows reference PRJUN42483531.
June 2026,JUN-G0094,TXNJUN00362,BLJUN00308,PRJUN43511112,"1:1 - one payment, one credit",67654.66,67654.66,0.0,Matched,25,Payment reference match,Bank narration shows reference PRJUN43511112.
June 2026,JUN-G0095,TXNJUN00507,BLJUN00453,PRJUN43734435,"1:1 - one payment, one credit",59048.22,59048.22,0.0,Matched,23,Payment reference match,Bank narration shows reference PRJUN43734435.
June 2026,JUN-G0096,TXNJUN00446,BLJUN00392,PRJUN46160937,"1:1 - one payment, one credit",39739.22,39739.22,0.0,Matched,6,Payment reference match,Bank narration shows reference PRJUN46160937.
June 2026,JUN-G0097,TXNJUN00390,BLJUN00336,PRJUN46407626,"1:1 - one payment, one credit",54403.03,54403.03,0.0,Matched,27,Payment reference match,Bank narration shows reference PRJUN46407626.
June 2026,JUN-G0098,TXNJUN00500,BLJUN00446,PRJUN46721417,"1:1 - one payment, one credit",91550.49,91550.49,0.0,Matched,17,Payment reference match,Bank narration shows reference PRJUN46721417.
June 2026,JUN-G0099,TXNJUN00408,BLJUN00354,PRJUN46907428,"1:1 - one payment, one credit",42509.58,42509.58,0.0,Matched,21,Payment reference match,Bank narration shows reference PRJUN46907428.
June 2026,JUN-G0100,TXNJUN00445,BLJUN00391,PRJUN47627490,"1:1 - one payment, one credit",81567.75,81567.75,0.0,Matched,14,Payment reference match,Bank narration shows reference PRJUN47627490.
June 2026,JUN-G0101,TXNJUN00412,BLJUN00358,PRJUN47706144,"1:1 - one payment, one credit",76869.96,76869.96,0.0,Matched,28,Payment reference match,Bank narration shows reference PRJUN47706144.
June 2026,JUN-G0102,TXNJUN00352,BLJUN00298,PRJUN48766747,"1:1 - one payment, one credit",17977.59,17977.59,0.0,Matched,25,Payment reference match,Bank narration shows reference PRJUN48766747.
June 2026,JUN-G0103,TXNJUN00398,BLJUN00344,PRJUN49148093,"1:1 - one payment, one credit",80874.07,80874.07,0.0,Matched,21,Payment reference match,Bank narration shows reference PRJUN49148093.
June 2026,JUN-G0104,TXNJUN00355,BLJUN00301,PRJUN49203644,"1:1 - one payment, one credit",26292.31,26292.31,0.0,Matched,28,Payment reference match,Bank narration shows reference PRJUN49203644.
June 2026,JUN-G0105,TXNJUN00508,BLJUN00454,PRJUN49483865,"1:1 - one payment, one credit",17061.1,17061.1,0.0,Matched,15,Payment reference match,Bank narration shows reference PRJUN49483865.
June 2026,JUN-G0106,TXNJUN00476,BLJUN00422,PRJUN49641367,"1:1 - one payment, one credit",3983.69,3983.69,0.0,Matched,24,Payment reference match,Bank narration shows reference PRJUN49641367.
June 2026,JUN-G0107,TXNJUN00334,BLJUN00280,PRJUN50323741,"1:1 - one payment, one credit",57404.27,57404.27,0.0,Matched,19,Payment reference match,Bank narration shows reference PRJUN50323741.
June 2026,JUN-G0108,TXNJUN00419,BLJUN00365,PRJUN50502233,"1:1 - one payment, one credit",13178.8,13178.8,0.0,Matched,19,Payment reference match,Bank narration shows reference PRJUN50502233.
June 2026,JUN-G0109,TXNJUN00383,BLJUN00329,PRJUN51512209,"1:1 - one payment, one credit",70525.46,70525.46,0.0,Matched,8,Payment reference match,Bank narration shows reference PRJUN51512209.
June 2026,JUN-G0110,TXNJUN00372,BLJUN00318,PRJUN52057323,"1:1 - one payment, one credit",83723.71,83723.71,0.0,Matched,18,Payment reference match,Bank narration shows reference PRJUN52057323.
June 2026,JUN-G0111,TXNJUN00400,BLJUN00346,PRJUN52148834,"1:1 - one payment, one credit",11689.81,11689.81,0.0,Matched,16,Payment reference match,Bank narration shows reference PRJUN52148834.
June 2026,JUN-G0112,TXNJUN00375,BLJUN00321,PRJUN52211967,"1:1 - one payment, one credit",23727.76,23727.76,0.0,Matched,25,Payment reference match,Bank narration shows reference PRJUN52211967.
June 2026,JUN-G0113,TXNJUN00463,BLJUN00409,PRJUN52464268,"1:1 - one payment, one credit",17338.8,17338.8,0.0,Matched,7,Payment reference match,Bank narration shows reference PRJUN52464268.
June 2026,JUN-G0114,TXNJUN00511,BLJUN00457,PRJUN52662313,"1:1 - one payment, one credit",21091.4,21091.4,0.0,Matched,13,Payment reference match,Bank narration shows reference PRJUN52662313.
June 2026,JUN-G0115,TXNJUN00344,BLJUN00290,PRJUN52803305,"1:1 - one payment, one credit",28700.02,28700.02,0.0,Matched,27,Payment reference match,Bank narration shows reference PRJUN52803305.
June 2026,JUN-G0116,TXNJUN00335,BLJUN00281,PRJUN52833932,"1:1 - one payment, one credit",69879.35,69879.35,0.0,Matched,20,Payment reference match,Bank narration shows reference PRJUN52833932.
June 2026,JUN-G0117,TXNJUN00488,BLJUN00434,PRJUN53034742,"1:1 - one payment, one credit",31602.29,31602.29,0.0,Matched,22,Payment reference match,Bank narration shows reference PRJUN53034742.
June 2026,JUN-G0118,TXNJUN00348,BLJUN00294,PRJUN53752954,"1:1 - one payment, one credit",43602.9,43602.9,0.0,Matched,23,Payment reference match,Bank narration shows reference PRJUN53752954.
June 2026,JUN-G0119,TXNJUN00406,BLJUN00352,PRJUN54499873,"1:1 - one payment, one credit",4295.48,4295.48,0.0,Matched,26,Payment reference match,Bank narration shows reference PRJUN54499873.
June 2026,JUN-G0120,TXNJUN00493,BLJUN00439,PRJUN54556611,"1:1 - one payment, one credit",72962.7,72962.7,0.0,Matched,12,Payment reference match,Bank narration shows reference PRJUN54556611.
June 2026,JUN-G0121,TXNJUN00343,BLJUN00289,PRJUN56045630,"1:1 - one payment, one credit",74559.58,74559.58,0.0,Matched,15,Payment reference match,Bank narration shows reference PRJUN56045630.
June 2026,JUN-G0122,TXNJUN00411,BLJUN00357,PRJUN56175477,"1:1 - one payment, one credit",47851.76,47851.76,0.0,Matched,11,Payment reference match,Bank narration shows reference PRJUN56175477.
June 2026,JUN-G0123,TXNJUN00450,BLJUN00396,PRJUN56204319,"1:1 - one payment, one credit",79617.69,79617.69,0.0,Matched,24,Payment reference match,Bank narration shows reference PRJUN56204319.
June 2026,JUN-G0124,TXNJUN00358,BLJUN00304,PRJUN56785209,"1:1 - one payment, one credit",41851.87,41851.87,0.0,Matched,27,Payment reference match,Bank narration shows reference PRJUN56785209.
June 2026,JUN-G0125,TXNJUN00349,BLJUN00295,PRJUN57242616,"1:1 - one payment, one credit",58745.11,58745.11,0.0,Matched,15,Payment reference match,Bank narration shows reference PRJUN57242616.
June 2026,JUN-G0126,TXNJUN00460,BLJUN00406,PRJUN57685330,"1:1 - one payment, one credit",70763.89,70763.89,0.0,Matched,22,Payment reference match,Bank narration shows reference PRJUN57685330.
June 2026,JUN-G0127,TXNJUN00484,BLJUN00430,PRJUN58130331,"1:1 - one payment, one credit",2980.34,2980.34,0.0,Matched,10,Payment reference match,Bank narration shows reference PRJUN58130331.
June 2026,JUN-G0128,TXNJUN00582,BLJUN00491,PRJUN58623028,"1:1 - one payment, one credit",14915.27,14915.27,0.0,Matched,23,Payment reference match,Bank narration shows reference PRJUN58623028.
June 2026,JUN-G0129,,BLJUN00492,,0:1 - credit with no payment,0.0,14915.27,-14915.27,Exception,22,Payment reference match,Reference PRJUN58623028 was already paid in full. This credit is a repeat.
June 2026,JUN-G0130,TXNJUN00387,BLJUN00333,PRJUN59350218,"1:1 - one payment, one credit",24422.25,24422.25,0.0,Matched,24,Payment reference match,Bank narration shows reference PRJUN59350218.
June 2026,JUN-G0131,TXNJUN00392,BLJUN00338,PRJUN59515518,"1:1 - one payment, one credit",27878.63,27878.63,0.0,Matched,23,Payment reference match,Bank narration shows reference PRJUN59515518.
